id,dataset,preprocessing_norm,y_preprocessing,output_preprocesing,mean_filt,rescale,kr,min_subtraction,log_preprocessing,crop,split,shuffle,batch_size,num_workers,n_epochs,lr,weight_decay,w reg,milestones,gamma,loss,k,m,seed,act,inner_act,head_act,out_act,training_norm,use_node_features,use_edge_weights,use_edge_attr,node_transforms,edge_transforms,sparsify_threshold,sparsify_threshold_upper,max_diagonal,encoder_hidden_sizes,hidden_sizes,message_passing,update_hidden_sizes,head_architecture,head_hidden_sizes,sign_net,output_mode,Final Validation Loss,Regular Loss,Downsampling Loss,Upsampling Loss
351,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,4,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,,0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear_triu+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_plus,energy_sym_diag,0.502,7.15,7.753,7.457
352,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill,"[1000, 1000, 1000, 1000, 1000, 1000, 1024]",sign_plus,energy_sym_diag,0.416,6.022,7.09,6.182
353,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+dconv-pool-fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.407,5.836,6.496,6.178
354,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+pool-fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.406,5.617,6.334,5.907
355,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.396,5.614,6.476,5.964
356,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",conv-bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.403,,,
357,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,4,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",dconv-bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.508,,,
358,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+dconv-fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.411,,,
359,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",dconv-bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.43,6.772,7.184,6.953
360,dataset_11_18_22-dataset_11_21_22-dataset_12_05_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.346,4.598,5.152,
361,dataset_11_18_22-dataset_11_21_22,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,2,4,100,0.0001,0.0,,[50],0.1,mse,8,1024,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_1024,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.428,5.48,5.982,5.514
362,dataset_02_01_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.099,0.953,1.002,
363,dataset_02_06_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.344,24.472,17.927,
364,dataset_02_06_23,mean,sweeprand_log_inf,log,,1,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.236,16.199,15.556,
365,dataset_02_06_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,4,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.362,21.68,16.54,
366,dataset_02_01_23-dataset_02_06_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.215,4.055,4.75,
367,dataset_02_01_23-dataset_02_06_23-dataset_02_07_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.399,10.733,13.034,
368,dataset_02_07_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.785,34.984,33.909,
369,dataset_02_08_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.533,10.548,8.213,
370,dataset_02_08_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.542,9.022,11.634,
371,dataset_02_13_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.582,6.203,6.959,
372,dataset_02_13_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.581,6.175,7.732,
373,dataset_02_14_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.177,4.347,4.584,
374,dataset_02_14_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,1e-05,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.183,3.834,4.522,
375,dataset_02_14_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.189,3.776,4.367,
376,dataset_02_16_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.309,6.289,7.188,
377,dataset_02_16_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.331,7.804,8.283,
378,dataset_02_20_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.271,1.865,2.228,
379,dataset_02_20_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.28,2.639,2.511,
380,dataset_02_20_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,2.82,1.789,2.394,
381,dataset_02_20_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,2.883,1.897,2.214,
382,dataset_02_22_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.592,6.766,7.095,
383,dataset_02_22_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,7.533,5.861,6.103,
384,dataset_02_27_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.241,2.607,2.683,
385,dataset_03_01_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.315,3.267,3.947,
386,dataset_03_01_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.301,3.68,3.797,
387,dataset_03_03_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.25,5.838,6.33,
388,dataset_03_01_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,4.081,2.765,3.408,
389,dataset_03_01_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,3.789,3.099,3.43,
390,dataset_03_22_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,3.946,3.452,4.13,
391,dataset_03_22_23,mean,sweeprand_log_inf,,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,3.195,3.415,4.175,
392,dataset_03_22_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.261,3.587,3.71,
393,dataset_03_22_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,100,0.0001,0.0,,[50],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.256,3.458,4.35,
394,dataset_03_23_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.253,2.949,6.009,
395,dataset_03_23_23,mean,sweeprand_log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,50,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)', 'GridSize']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.252,5.434,4.101,
396,dataset_03_21_23_max_ent,mean,log_inf,log,,2,False,True,,,"[0.9, 0.1, 0.0]",True,1,4,40,0.0001,0.0,,[25],0.1,mse,8,512,42,prelu,prelu,prelu,prelu,,False,False,True,"['AdjPCs(k=8, normalize=False, sign_net=True)', 'Constant(value=1.0)']","['ContactDistance(norm=False)', 'GeneticDistance(norm=True)']",,,,[64],"[8, 8, 8, 8]",weighted_GAT,"[1000, 1000, 64]",bilinear+fc-fill_512,"[1000, 1000, 1000, 1000, 1000, 1000]",sign_plus,energy_sym_diag,0.275,,,
